file,Essay Type,Country,Level,Temporal N,Temporal %,Contingency N,Contingency %,Comparison N,Comparison %,Expansion N,Expansion %,total lines
106i_AR_1_CHN_1_M_10309_PRD.txt.pipe,Jobs,6i_,_M_1,19,0.44,8,0.19,3,0.07,13,0.3,43
106i_AR_F_CHN_1_F_10184_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.08,31,0.58,7,0.13,11,0.21,53
106i_AR_F_CHN_1_F_10088_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,12,0.44,5,0.19,9,0.33,27
106i_AR_1_ESP_1_F_11092_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.19,20,0.47,5,0.12,10,0.23,43
106i_AR_1_CHN_2_M_10360_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,12,0.46,5,0.19,7,0.27,26
106i_AR_F_CHN_1_F_10229_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.12,2,0.12,8,0.5,4,0.25,16
106i_AR_F_CHN_1_F_10043_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.32,6,0.27,3,0.14,6,0.27,22
105_AR_F_USA_NA_NA_10657_NAU.txt.pipe,Jobs,5_A,_NA_,21,0.29,24,0.33,8,0.11,19,0.26,72
106i_AR_F_IND_1_F_10256_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.11,8,0.3,1,0.04,15,0.56,27
106i_AR_1_CHN_2_M_10361_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.19,6,0.22,7,0.26,9,0.33,27
106i_AR_1_TUR_1_M_11101_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.04,5,0.21,9,0.38,9,0.38,24
106i_AR_1_CHN_1_M_10143_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.29,4,0.24,4,0.24,4,0.24,17
106i_AR_1_CHN_4_F_10958_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.11,3,0.17,6,0.33,7,0.39,18
105_AR_F_USA_NA_NA_10681_NAU.txt.pipe,Jobs,5_A,_NA_,14,0.21,6,0.09,23,0.34,24,0.36,67
105_AR_F_USA_NA_NA_10682_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.21,13,0.21,11,0.17,26,0.41,63
106i_AR_F_CHN_2_F_10752_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.26,11,0.26,6,0.14,15,0.35,43
105_AR_F_USA_NA_NA_10755_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.16,5,0.12,18,0.42,13,0.3,43
106i_AR_1_CHN_1_M_10866_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,6,0.24,6,0.24,10,0.4,25
106i_AR_1_CHN_3_F_10947_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.06,14,0.41,3,0.09,15,0.44,34
106i_AR_1_CHN_1_M_10064_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.31,3,0.12,6,0.23,9,0.35,26
105_AR_F_USA_NA_NA_10730_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.32,9,0.16,13,0.23,16,0.29,56
105_AR_F_USA_NA_NA_10664_NAU.txt.pipe,Jobs,5_A,_NA_,16,0.23,23,0.33,14,0.2,16,0.23,69
106i_AR_F_CHN_1_M_10523_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.1,10,0.15,10,0.15,41,0.6,68
106i_AR_1_CHN_1_M_10010_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.09,3,0.27,2,0.18,5,0.45,11
106i_AR_F_CHN_1_M_10316_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,6,0.4,2,0.13,7,0.47,15
106i_AR_1_CHN_1_F_10215_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,7,0.3,5,0.22,11,0.48,23
106i_AR_F_KOR_1_M_11161_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,7,0.24,8,0.28,13,0.45,29
106i_AR_F_TWN_1_M_10394_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.11,24,0.53,5,0.11,11,0.24,45
106i_AR_1_CHN_1_M_10312_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,8,0.38,3,0.14,9,0.43,21
106i_AR_F_CHN_1_M_10130_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.17,11,0.38,4,0.14,9,0.31,29
106i_AR_F_CHN_1_M_10680_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.09,11,0.31,6,0.17,15,0.43,35
105_AR_F_NAN_NA_NA_10553_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.13,20,0.37,7,0.13,20,0.37,54
106i_AR_1_MYS_2_F_11054_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.15,10,0.24,12,0.29,13,0.32,41
105_AR_F_USA_NA_NA_10718_NAU.txt.pipe,Jobs,5_A,_NA_,16,0.29,17,0.31,15,0.27,7,0.13,55
106i_AR_1_CHN_1_M_10346_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.09,9,0.41,1,0.05,10,0.45,22
105_AR_F_NAN_NA_NA_10590_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.19,16,0.33,7,0.15,16,0.33,48
106i_AR_F_TUR_1_M_11101_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.12,18,0.28,15,0.23,24,0.37,65
106i_AR_1_CHN_1_M_10307_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.16,5,0.16,7,0.22,15,0.47,32
106i_AR_1_CHN_3_F_10726_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.17,1,0.17,3,0.5,1,0.17,6
106i_AR_1_CHN_1_F_10236_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.28,4,0.14,6,0.21,11,0.38,29
106i_AR_F_CHN_1_M_10677_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,6,0.21,9,0.31,13,0.45,29
106i_AR_1_CHN_1_M_10057_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.44,1,0.11,1,0.11,3,0.33,9
106i_AR_1_CHN_1_M_10146_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.19,9,0.33,8,0.3,5,0.19,27
105_AR_F_USA_NA_NA_10621_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.33,7,0.19,9,0.25,8,0.22,36
106i_AR_1_NA_1_F_10658_PRD.txt.pipe,Jobs,6i_,F_10,2,0.06,12,0.38,5,0.16,13,0.41,32
106i_AR_F_CHN_1_M_11137_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.16,7,0.19,2,0.05,22,0.59,37
106i_AR_F_CHN_1_F_11159_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.17,10,0.42,7,0.29,3,0.12,24
105_AR_F_USA_NA_NA_10736_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.21,2,0.07,10,0.36,10,0.36,28
106i_AR_1_CHN_1_F_10221_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,0,0.0,1,1.0,0,0.0,1
106i_AR_F_IND_1_M_10374_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.1,3,0.15,7,0.35,8,0.4,20
105_AR_F_USA_NA_NA_10655_NAU.txt.pipe,Jobs,5_A,_NA_,4,0.12,7,0.21,6,0.18,17,0.5,34
106i_AR_F_CHN_1_F_10884_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.13,8,0.35,6,0.26,6,0.26,23
106i_AR_F_IDN_1_F_11121_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.15,10,0.3,5,0.15,13,0.39,33
106i_AR_F_CHN_1_M_10162_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.3,4,0.12,6,0.18,13,0.39,33
105_AR_F_USA_NA_NA_10609_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.55,4,0.18,3,0.14,3,0.14,22
106i_AR_1_CHN_1_M_10152_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.17,7,0.39,4,0.22,4,0.22,18
106i_AR_F_GTM_2_M_11001_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,11,0.32,7,0.21,15,0.44,34
105_AR_F_USA_NA_NA_10688_NAU.txt.pipe,Jobs,5_A,_NA_,11,0.22,12,0.24,16,0.32,11,0.22,50
106i_AR_1_CHN_1_M_10288_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.15,8,0.21,8,0.21,17,0.44,39
105_AR_F_NAN_NA_NA_10583_NAU.txt.pipe,Jobs,5_A,_NA_,3,0.05,23,0.42,7,0.13,22,0.4,55
106i_AR_1_CHN_1_M_10318_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.06,2,0.11,4,0.22,11,0.61,18
105_AR_F_USA_NA_NA_10731_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.12,11,0.22,15,0.3,18,0.36,50
106i_AR_1_MYS_2_M_10403_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.33,6,0.29,4,0.19,4,0.19,21
105_AR_F_USA_NA_NA_10643_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.09,34,0.49,15,0.21,15,0.21,70
106i_AR_F_CHN_1_F_10047_PRD.txt.pipe,Jobs,6i_,_F_1,12,0.29,10,0.24,7,0.17,12,0.29,41
105_AR_F_USA_NA_NA_10691_NAU.txt.pipe,Jobs,5_A,_NA_,22,0.4,7,0.13,14,0.25,12,0.22,55
106i_AR_1_CHN_1_F_10038_PRD.txt.pipe,Jobs,6i_,_F_1,12,0.4,8,0.27,4,0.13,6,0.2,30
105_AR_F_USA_NA_NA_10759_NAU.txt.pipe,Jobs,5_A,_NA_,14,0.42,3,0.09,7,0.21,9,0.27,33
106i_AR_F_CHN_3_F_10242_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.18,13,0.46,2,0.07,8,0.29,28
106i_AR_1_CHN_1_F_11145_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.17,3,0.25,3,0.25,4,0.33,12
106i_AR_1_CHN_1_M_10822_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.5,0,0.0,1,0.5,0,0.0,2
106i_AR_F_CHN_1_F_10236_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.07,8,0.28,5,0.17,14,0.48,29
106i_AR_F_CHN_1_M_10863_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.19,8,0.22,4,0.11,18,0.49,37
106i_AR_1_NA_2_M_11128_PRD.txt.pipe,Jobs,6i_,M_11,3,0.25,1,0.08,4,0.33,4,0.33,12
106i_AR_1_CHN_1_M_10165_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.3,5,0.19,4,0.15,10,0.37,27
106i_AR_1_VNM_1_F_10718_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.1,9,0.45,3,0.15,6,0.3,20
106i_AR_F_CHN_1_F_10111_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.18,11,0.33,6,0.18,10,0.3,33
106i_AR_1_CHN_1_F_10182_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.24,6,0.21,5,0.17,11,0.38,29
106i_AR_F_CHN_1_M_10838_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.33,3,0.1,6,0.2,11,0.37,30
106i_AR_F_CHN_1_M_10893_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.21,5,0.21,5,0.21,9,0.38,24
106i_AR_F_CHN_1_F_10208_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.08,10,0.28,10,0.28,13,0.36,36
106i_AR_1_CHN_1_F_10846_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.19,10,0.31,3,0.09,13,0.41,32
106i_AR_F_TWN_1_F_11094_PRD.txt.pipe,Jobs,6i_,_F_1,15,0.27,14,0.25,8,0.14,19,0.34,56
106i_AR_1_IND_1_M_10398_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.11,4,0.21,5,0.26,8,0.42,19
106i_AR_1_CHN_1_M_10876_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.17,12,0.29,6,0.15,16,0.39,41
106i_AR_F_CHN_1_M_10779_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,12,0.38,4,0.12,10,0.31,32
106i_AR_F_CHN_1_F_10228_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.16,16,0.37,9,0.21,11,0.26,43
106i_AR_1_IND_1_F_10257_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.14,1,0.07,1,0.07,10,0.71,14
106i_AR_1_CHN_2_F_10066_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.11,3,0.17,3,0.17,10,0.56,18
105_AR_F_USA_NA_NA_10750_NAU.txt.pipe,Jobs,5_A,_NA_,11,0.18,18,0.3,10,0.17,21,0.35,60
106i_AR_F_CHN_1_M_11147_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.37,4,0.15,7,0.26,6,0.22,27
106i_AR_F_CHN_3_F_10054_PRD.txt.pipe,Jobs,6i_,_F_1,12,0.31,4,0.1,10,0.26,13,0.33,39
106i_AR_1_CHN_1_M_10128_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.26,2,0.11,3,0.16,9,0.47,19
106i_AR_1_CHN_1_M_10327_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.16,6,0.24,6,0.24,9,0.36,25
106i_AR_1_CHN_1_F_10896_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.36,9,0.32,5,0.18,4,0.14,28
106i_AR_1_CHN_1_F_10036_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.26,3,0.16,2,0.11,9,0.47,19
106i_AR_F_IDN_1_M_10616_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,14,0.4,6,0.17,13,0.37,35
106i_AR_1_CHN_1_F_10161_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.23,9,0.3,7,0.23,7,0.23,30
106i_AR_F_MLY_1_F_10115_PRD.txt.pipe,Jobs,6i_,_F_1,22,0.39,18,0.32,3,0.05,13,0.23,56
106i_AR_1_CHN_3_M_10722_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.09,1,0.05,6,0.27,13,0.59,22
106i_AR_1_CHN_1_M_10032_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.13,2,0.13,1,0.07,10,0.67,15
106i_AR_F_CHN_1_M_10866_PRD.txt.pipe,Jobs,6i_,_M_1,15,0.24,21,0.33,5,0.08,22,0.35,63
106i_AR_1_CHN_1_M_11149_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.1,8,0.4,6,0.3,4,0.2,20
106i_AR_1_CHN_1_F_10026_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.32,6,0.21,4,0.14,9,0.32,28
105_AR_F_NAN_NA_NA_10535_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.07,27,0.31,6,0.07,47,0.55,86
106i_AR_1_CHN_1_M_10925_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.05,24,0.38,14,0.22,22,0.35,63
106i_AR_F_CHN_1_F_10240_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.19,10,0.48,2,0.1,5,0.24,21
106i_AR_1_CHN_1_M_10077_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.33,2,0.33,0,0.0,2,0.33,6
106i_AR_1_MYS_2_M_10381_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,2,0.08,5,0.19,15,0.58,26
106i_AR_1_CHN_1_M_10170_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.29,3,0.09,3,0.09,18,0.53,34
105_AR_F_NAN_NA_NA_10529_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.14,9,0.2,14,0.32,15,0.34,44
106i_AR_1_KOR_2_F_10270_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.1,7,0.35,6,0.3,5,0.25,20
106i_AR_1_CHN_1_F_10468_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.38,6,0.25,5,0.21,4,0.17,24
106i_AR_1_CHN_2_F_10989_PRD.txt.pipe,Jobs,6i_,_F_1,0,0,0,0,0,0,0,0,0
105_AR_F_USA_NA_NA_10656_NAU.txt.pipe,Jobs,5_A,_NA_,14,0.4,2,0.06,9,0.26,10,0.29,35
106i_AR_F_NA_1_F_11111_PRD.txt.pipe,Jobs,6i_,F_11,6,0.17,10,0.29,11,0.31,8,0.23,35
106i_AR_1_IND_1_M_10108_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.17,7,0.24,7,0.24,10,0.34,29
106i_AR_F_IND_1_F_11006_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.24,5,0.13,11,0.29,13,0.34,38
106i_AR_1_CHN_1_M_10354_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.09,13,0.59,2,0.09,5,0.23,22
106i_AR_1_BGD_1_M_11164_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.15,7,0.21,10,0.3,11,0.33,33
106i_AR_1_CHN_1_F_10238_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.25,3,0.25,5,0.42,1,0.08,12
106i_AR_F_CHN_1_M_10039_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.14,8,0.29,5,0.18,11,0.39,28
106i_AR_F_CHN_1_M_10064_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.3,3,0.11,6,0.22,10,0.37,27
106i_AR_F_CHN_1_M_10528_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.15,6,0.18,13,0.39,9,0.27,33
106i_AR_1_CHN_1_F_10827_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.18,2,0.18,4,0.36,3,0.27,11
106i_AR_F_KOR_1_F_11074_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.24,9,0.22,12,0.29,10,0.24,41
106i_AR_F_CHN_1_M_10676_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,11,0.41,8,0.3,8,0.3,27
106i_AR_1_CHN_1_F_10067_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.05,5,0.23,7,0.32,9,0.41,22
106i_AR_1_CHN_1_F_11166_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.11,3,0.17,6,0.33,7,0.39,18
106i_AR_F_CHN_1_M_10077_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.05,10,0.27,7,0.19,18,0.49,37
106i_AR_F_CHN_1_M_10332_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,9,0.35,7,0.27,6,0.23,26
106i_AR_F_CHN_2_M_10753_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.24,9,0.2,14,0.31,11,0.24,45
106i_AR_1_CHN_1_M_10116_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,10,0.38,3,0.12,9,0.35,26
106i_AR_1_CHN_1_F_10841_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,6,0.29,9,0.43,6,0.29,21
106i_AR_F_CHN_1_F_10241_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.22,3,0.17,4,0.22,7,0.39,18
106i_AR_F_CHN_1_M_10298_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,5,0.24,8,0.38,7,0.33,21
106i_AR_F_CHN_1_M_10033_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.19,8,0.3,6,0.22,8,0.3,27
106i_AR_F_CHN_1_F_10105_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.15,8,0.24,5,0.15,15,0.45,33
106i_AR_F_CHN_1_F_10118_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.24,10,0.48,5,0.24,1,0.05,21
106i_AR_1_MAC_1_F_10061_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.29,6,0.21,4,0.14,10,0.36,28
106i_AR_F_MYS_2_F_10264_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.28,6,0.19,1,0.03,16,0.5,32
105_AR_F_NAN_NA_NA_10534_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.12,11,0.26,7,0.17,19,0.45,42
105_AR_F_USA_NA_NA_10721_NAU.txt.pipe,Jobs,5_A,_NA_,33,0.39,8,0.1,25,0.3,18,0.21,84
106i_AR_1_CHN_1_M_10303_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.29,1,0.07,5,0.36,4,0.29,14
106i_AR_1_IND_1_F_11006_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.19,4,0.19,7,0.33,6,0.29,21
106i_AR_F_CHN_3_F_10726_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.09,1,0.09,3,0.27,6,0.55,11
106i_AR_F_CHN_1_F_10007_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.13,6,0.15,7,0.18,21,0.54,39
106i_AR_F_TWN_1_M_10651_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.25,11,0.28,4,0.1,15,0.38,40
106i_AR_1_IND_2_F_11043_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,1,0.06,8,0.5,7,0.44,16
106i_AR_1_CHN_1_F_10157_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.07,3,0.2,5,0.33,6,0.4,15
106i_AR_F_NA_1_M_10657_PRD.txt.pipe,Jobs,6i_,M_10,4,0.22,8,0.44,0,0.0,6,0.33,18
106i_AR_1_KOR_1_M_10120_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,3,0.3,4,0.4,3,0.3,10
105_AR_F_NAN_NA_NA_10597_NAU.txt.pipe,Jobs,5_A,_NA_,10,0.14,31,0.42,13,0.18,20,0.27,74
106i_AR_F_ECU_1_F_10252_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,10,0.36,4,0.14,13,0.46,28
105_AR_F_USA_NA_NA_10610_NAU.txt.pipe,Jobs,5_A,_NA_,15,0.21,12,0.17,15,0.21,30,0.42,72
105_AR_F_USA_NA_NA_10667_NAU.txt.pipe,Jobs,5_A,_NA_,0,0,0,0,0,0,0,0,0
106i_AR_1_CHN_1_F_10040_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,4,0.44,2,0.22,3,0.33,9
106i_AR_1_CHN_1_M_10060_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.23,7,0.27,6,0.23,7,0.27,26
106i_AR_1_CHN_1_F_10024_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.09,17,0.53,2,0.06,10,0.31,32
105_AR_F_NAN_NA_NA_10599_NAU.txt.pipe,Jobs,5_A,_NA_,2,0.07,3,0.1,9,0.31,15,0.52,29
106i_AR_F_CHN_1_F_10112_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.21,8,0.24,2,0.06,17,0.5,34
106i_AR_1_BGD_2_F_11127_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.15,1,0.08,3,0.23,7,0.54,13
106i_AR_1_CHN_1_F_10206_PRD.txt.pipe,Jobs,6i_,_F_1,14,0.37,14,0.37,2,0.05,8,0.21,38
106i_AR_1_CHN_1_M_10879_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.35,5,0.25,3,0.15,5,0.25,20
106i_AR_F_CHN_1_M_10028_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,12,0.4,5,0.17,11,0.37,30
105_AR_F_USA_NA_NA_10747_NAU.txt.pipe,Jobs,5_A,_NA_,4,0.08,17,0.33,9,0.17,22,0.42,52
105_AR_F_USA_NA_NA_10743_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.16,7,0.22,7,0.22,13,0.41,32
106i_AR_1_CHN_1_M_10330_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.24,11,0.26,5,0.12,16,0.38,42
106i_AR_F_NA_1_M_10659_PRD.txt.pipe,Jobs,6i_,M_10,4,0.19,4,0.19,6,0.29,7,0.33,21
106i_AR_1_CHN_1_F_10224_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.07,8,0.29,6,0.21,12,0.43,28
106i_AR_1_IND_1_F_10254_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,4,0.33,2,0.17,6,0.5,12
105_AR_F_NAN_NA_NA_10551_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.16,20,0.35,4,0.07,24,0.42,57
105_AR_F_USA_NA_NA_10754_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.23,30,0.38,13,0.16,18,0.23,79
106i_AR_F_CHN_1_F_10827_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.18,2,0.18,4,0.36,3,0.27,11
106i_AR_F_CHN_1_M_10029_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.29,7,0.29,4,0.17,6,0.25,24
106i_AR_1_CHN_1_M_10014_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.21,11,0.29,11,0.29,8,0.21,38
106i_AR_1_CHN_1_F_10877_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.06,10,0.28,5,0.14,19,0.53,36
106i_AR_F_CHN_1_M_10487_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.26,10,0.32,5,0.16,8,0.26,31
106i_AR_F_CHN_3_M_10946_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.13,10,0.33,11,0.37,5,0.17,30
106i_AR_1_CHN_1_F_10131_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.15,9,0.33,6,0.22,8,0.3,27
106i_AR_1_KOR_1_M_11079_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.17,6,0.26,8,0.35,5,0.22,23
106i_AR_F_CHN_1_F_10196_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.25,6,0.25,4,0.17,8,0.33,24
106i_AR_F_CHN_1_F_10041_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,11,0.55,4,0.2,5,0.25,20
106i_AR_F_IND_1_M_10369_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.19,5,0.24,6,0.29,6,0.29,21
106i_AR_1_CHN_1_F_10191_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.26,5,0.26,1,0.05,8,0.42,19
105_AR_F_NAN_NA_NA_10593_NAU.txt.pipe,Jobs,5_A,_NA_,0,0.0,4,0.5,3,0.38,1,0.12,8
106i_AR_1_IND_1_M_10075_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.11,2,0.22,1,0.11,5,0.56,9
106i_AR_F_TWN_1_M_11096_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.16,5,0.26,4,0.21,7,0.37,19
106i_AR_1_KOR_1_F_10634_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.19,6,0.38,2,0.12,5,0.31,16
106i_AR_1_CHN_2_M_10753_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.43,2,0.1,4,0.19,6,0.29,21
106i_AR_1_CHN_1_M_10341_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.15,8,0.24,1,0.03,20,0.59,34
106i_AR_F_CHN_1_M_10292_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.19,12,0.33,8,0.22,9,0.25,36
106i_AR_F_CHN_1_F_10564_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.17,8,0.17,10,0.21,22,0.46,48
105_AR_F_USA_NA_NA_10678_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.24,9,0.27,8,0.24,8,0.24,33
106i_AR_F_NA_2_M_11128_PRD.txt.pipe,Jobs,6i_,M_11,4,0.31,2,0.15,3,0.23,4,0.31,13
106i_AR_F_MYS_1_F_10260_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.17,10,0.25,7,0.17,16,0.4,40
106i_AR_1_CHN_2_M_10366_PRD.txt.pipe,Jobs,6i_,_M_1,15,0.29,19,0.37,5,0.1,13,0.25,52
106i_AR_1_CHN_1_M_10028_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,6,0.26,6,0.26,11,0.48,23
105_AR_F_USA_NA_NA_10614_NAU.txt.pipe,Jobs,5_A,_NA_,2,0.08,7,0.29,5,0.21,10,0.42,24
