file,Essay Type,Country,Level,Temporal N,Temporal %,Contingency N,Contingency %,Comparison N,Comparison %,Expansion N,Expansion %,total lines
106i_AR_1_CHN_1_M_10863_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.23,6,0.19,4,0.13,14,0.45,31
105_AR_F_NAN_NA_NA_10557_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.09,34,0.44,16,0.21,21,0.27,78
106i_AR_1_CHN_1_F_10241_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.2,3,0.15,6,0.3,7,0.35,20
106i_AR_F_CHN_1_F_10830_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.21,11,0.38,1,0.03,11,0.38,29
106i_AR_F_CHN_1_M_11140_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.19,5,0.19,9,0.33,8,0.3,27
106i_AR_F_IND_1_M_10597_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.21,3,0.21,0,0.0,8,0.57,14
106i_AR_F_IND_1_F_10407_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.2,8,0.23,9,0.26,11,0.31,35
106i_AR_F_KOR_1_F_10080_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.21,10,0.42,5,0.21,4,0.17,24
106i_AR_F_CHN_1_F_10223_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,9,0.53,1,0.06,7,0.41,17
106i_AR_F_CHN_1_M_10857_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.1,7,0.23,8,0.26,13,0.42,31
106i_AR_F_CHN_1_M_10525_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.13,18,0.33,13,0.24,17,0.31,55
106i_AR_1_MLY_3_M_10164_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.2,8,0.4,3,0.15,5,0.25,20
106i_AR_F_CHN_1_M_10296_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,8,0.36,7,0.32,4,0.18,22
106i_AR_F_UGA_1_F_11126_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.23,12,0.34,3,0.09,12,0.34,35
106i_AR_F_KOR_1_F_11071_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.22,11,0.41,2,0.07,8,0.3,27
106i_AR_F_CHN_1_F_10923_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.18,8,0.21,10,0.26,13,0.34,38
106i_AR_1_CHN_1_M_10121_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.06,5,0.31,5,0.31,5,0.31,16
106i_AR_1_CHN_1_M_10342_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.12,10,0.25,11,0.28,14,0.35,40
106i_AR_F_KOR_1_F_10634_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.18,4,0.18,7,0.32,7,0.32,22
106i_AR_F_CHN_1_F_10219_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.15,5,0.19,4,0.15,14,0.52,27
106i_AR_F_THA_1_M_10167_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.12,11,0.34,7,0.22,10,0.31,32
106i_AR_1_CHN_1_M_10685_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.67,2,0.22,1,0.11,0,0.0,9
106i_AR_1_CHN_1_M_10332_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.21,5,0.26,5,0.26,5,0.26,19
106i_AR_F_KOR_1_M_11078_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,3,0.15,5,0.25,11,0.55,20
106i_AR_1_CHN_1_F_10782_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.18,12,0.36,3,0.09,12,0.36,33
106i_AR_F_CHN_4_M_10956_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,8,0.32,6,0.24,9,0.36,25
106i_AR_F_CHN_1_M_10318_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,7,0.22,6,0.19,17,0.53,32
106i_AR_F_CHN_1_F_10158_PRD.txt.pipe,Jobs,6i_,_F_1,14,0.42,6,0.18,7,0.21,6,0.18,33
105_AR_F_USA_NA_NA_10637_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.31,7,0.24,2,0.07,11,0.38,29
106i_AR_F_CHN_1_M_10869_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.28,4,0.12,6,0.19,13,0.41,32
106i_AR_1_CHN_1_M_10296_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.18,8,0.36,6,0.27,4,0.18,22
106i_AR_F_CHN_2_F_10070_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.14,8,0.29,7,0.25,9,0.32,28
106i_AR_F_CHN_2_M_10997_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.26,2,0.11,1,0.05,11,0.58,19
105_AR_F_USA_NA_NA_10613_NAU.txt.pipe,Jobs,5_A,_NA_,2,0.05,18,0.44,4,0.1,17,0.41,41
106i_AR_1_CHN_3_F_10242_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.45,3,0.27,2,0.18,1,0.09,11
106i_AR_F_CHN_1_M_10580_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.16,22,0.35,9,0.14,22,0.35,63
106i_AR_F_IND_1_M_11018_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.04,11,0.42,6,0.23,8,0.31,26
106i_AR_F_CHN_1_F_10839_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.1,6,0.19,8,0.26,14,0.45,31
106i_AR_F_CHN_1_M_10013_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.35,2,0.1,4,0.2,7,0.35,20
106i_AR_1_KOR_2_F_11087_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,1,1.0,0,0.0,0,0.0,1
106i_AR_F_CHN_1_M_10299_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,6,0.29,4,0.19,8,0.38,21
106i_AR_F_CHN_1_M_10341_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.17,8,0.23,4,0.11,17,0.49,35
106i_AR_F_CHN_1_M_10471_PRD.txt.pipe,Jobs,6i_,_M_1,14,0.41,10,0.29,5,0.15,5,0.15,34
106i_AR_F_CHN_2_F_10248_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.07,7,0.26,8,0.3,10,0.37,27
106i_AR_F_IDN_1_M_11046_PRD.txt.pipe,Jobs,6i_,_M_1,13,0.31,12,0.29,6,0.14,11,0.26,42
106i_AR_F_CHN_1_M_10342_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.17,1,0.06,7,0.39,7,0.39,18
106i_AR_F_CHN_1_F_10825_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,6,0.24,10,0.4,8,0.32,25
106i_AR_F_CHN_3_M_10940_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.06,7,0.41,4,0.24,5,0.29,17
106i_AR_F_CHN_1_M_10017_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.28,2,0.11,3,0.17,8,0.44,18
106i_AR_F_CHN_1_F_10527_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.17,15,0.38,5,0.12,13,0.33,40
106i_AR_F_CHN_2_F_10741_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,3,0.13,6,0.26,13,0.57,23
106i_AR_F_KAZ_1_M_11123_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.08,12,0.31,7,0.18,17,0.44,39
105_AR_F_NAN_NA_NA_10573_NAU.txt.pipe,Jobs,5_A,_NA_,4,0.08,26,0.54,5,0.1,13,0.27,48
106i_AR_F_MAC_1_F_10061_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.26,8,0.21,3,0.08,18,0.46,39
106i_AR_1_CHN_1_M_10340_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.07,4,0.15,7,0.26,14,0.52,27
106i_AR_F_CHN_1_F_10896_PRD.txt.pipe,Jobs,6i_,_F_1,11,0.37,10,0.33,4,0.13,5,0.17,30
106i_AR_1_CHN_1_M_10353_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.25,6,0.3,2,0.1,7,0.35,20
106i_AR_1_CHN_1_F_10197_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.24,5,0.24,3,0.14,8,0.38,21
106i_AR_1_CHN_1_F_10923_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.25,5,0.18,6,0.21,10,0.36,28
106i_AR_F_CHN_1_M_10068_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.11,14,0.52,3,0.11,7,0.26,27
106i_AR_F_CHN_1_F_10052_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.18,7,0.21,10,0.29,11,0.32,34
106i_AR_1_KOR_1_M_10714_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.13,11,0.35,5,0.16,11,0.35,31
106i_AR_F_LEB_1_M_11157_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.16,11,0.35,8,0.26,7,0.23,31
106i_AR_F_CHN_2_M_10171_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.08,7,0.28,8,0.32,8,0.32,25
106i_AR_F_KOR_3_F_10268_PRD.txt.pipe,Jobs,6i_,_F_1,16,0.4,9,0.23,10,0.25,5,0.12,40
106i_AR_1_NA_1_M_10659_PRD.txt.pipe,Jobs,6i_,M_10,5,0.19,4,0.15,7,0.27,10,0.38,26
106i_AR_F_CHN_1_M_10011_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.16,9,0.36,5,0.2,7,0.28,25
106i_AR_F_KOR_1_F_10267_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.17,17,0.41,4,0.1,13,0.32,41
105_AR_F_NAN_NA_NA_10543_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.24,3,0.14,10,0.48,3,0.14,21
106i_AR_1_CHN_3_F_10942_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.14,9,0.43,2,0.1,7,0.33,21
106i_AR_F_CHN_3_F_10949_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,1,0.25,2,0.5,1,0.25,4
106i_AR_F_CHN_1_M_10925_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.05,24,0.38,15,0.23,22,0.34,64
